,t1,t2,t3,t4,t5,t6
21,0.024902300686812283,0.24904738259745357,0.4948123153464104,0.21023289956901695,0.020641055360486774,0.00036404643982014675
22,0.021945019951280655,0.36120944923389864,0.5198652893276352,0.09468567181776524,0.00229252852249309,2.04114692714437e-06
23,0.01536151396589654,0.25943012044911323,0.4722685372995142,0.22223955707072623,0.03001047151107482,0.0006897997036751704
24,0.002423116070601932,0.1598181739524096,0.5643505561315314,0.25403881547846535,0.019167717453719344,0.00020162091327236616
25,0.08036325178834935,0.41193218334541115,0.38674158574900214,0.11074026908947324,0.009949439832868145,0.00027327019489590583
26,0.0480734945077718,0.2979920378393966,0.40219204410344433,0.20514692080763539,0.04314268368865496,0.0034528190530968643
27,0.22945095394238635,0.3881127403217635,0.2805080531439116,0.0888705240063753,0.01243916677831364,0.0006185618072495835
28,0.19532552680872978,0.3810574605608375,0.2980817765214653,0.1092732711527891,0.016146309878200128,0.00011565507797806628
29,0.13535339729818802,0.5082814849445317,0.31354879903749205,0.04178990754114543,0.001025197043515399,1.2141351274021249e-06
30,0.3040791510630288,0.5755032919553806,0.1166443911870035,0.003769452135345048,3.713659242102171e-06,1.439554394492997e-19
31,0.21285540574412012,0.4940760496876749,0.2543020614175166,0.03763193385084266,0.001133435202073085,1.1140977727307938e-06
32,0.13048061279981268,0.5662356594946325,0.28016742794898136,0.022867656398523794,0.0002485694801321275,7.387791759538973e-08
33,0.09133642895986888,0.4355091454861863,0.36598789741267657,0.10005758786366105,0.007034295555649722,7.464472195733347e-05
34,0.25196031967005034,0.592319494559167,0.14895818949567616,0.006749975164817336,1.2021110289144508e-05,1.250827019948222e-18
35,0.17637222376903522,0.49021174209243185,0.2819665810147234,0.049412439464075086,0.002033407326647701,3.606333086844602e-06
36,0.029312455136145953,0.3581516085084288,0.501465066032693,0.1073151793385258,0.003742242685330475,1.3448298875838614e-05
37,0.020518718595302257,0.2594998624967439,0.45847102877541357,0.22556014534677596,0.03481412368128913,0.0011361211044750793
38,2.48064291884867e-17,0.0005830627134943141,0.04099583302474492,0.3305442716026068,0.4888154411810675,0.1390613914780864
39,0.0003834439439802088,0.028182502244134874,0.23940763802729859,0.4381881821658814,0.24788602956511543,0.04595220405358938
40,0.0004239822286542105,0.03846759526345632,0.3440473088873571,0.48426349058321116,0.12678343549830454,0.006014187539016673
41,0.004901294898395473,0.17675035902119846,0.5596821325460748,0.240083249553989,0.018355612217382133,0.00022735176296015622
42,0.021102741243644498,0.30792437890539676,0.5236127019524673,0.14071195258997812,0.006610441961401926,3.778334711146064e-05
43,0.01563339449046031,0.25162891194631204,0.48423470931723206,0.21981796937615464,0.02807748517213266,0.0006075296977083895
44,0.10150784018892424,0.3242367054820306,0.36417236332489117,0.1722334159771043,0.03514760346979826,0.002702071557251555
45,0.05606395069306781,0.23825930276828922,0.35947199902179516,0.24804739213047883,0.08386411385370561,0.014293241532663184
46,0.12778404290703652,0.2660628107225277,0.31772601435190784,0.2023883582044601,0.07140909289354064,0.014629680920527357
47,0.008428721850551353,0.1036815145337699,0.3983706620788545,0.3874597936510878,0.09600441301136543,0.006054894874370895
48,7.302738935631981e-17,0.0005707968178761728,0.03312041577119625,0.284444353416709,0.4953681822541984,0.18649625174002007
49,8.510721458880066e-08,0.00024461243326789065,0.025949404203430573,0.2843678349998701,0.5082796629634757,0.18115840029274105
50,2.5190844781231203e-20,4.881018411576071e-06,0.0020301343343047786,0.06922547845658916,0.4018465881581929,0.5268929180325016
51,1.2658560313024605e-06,0.0005291936938803009,0.019074274433543807,0.14279824992147477,0.371459878425803,0.4661371376692668
52,0.00120232420695556,0.07248217222938969,0.42067685466435584,0.4247363965844894,0.07985237293552055,0.001049879379288963
53,0.024318390821824222,0.3119039511795841,0.5216338370190644,0.137231504134898,0.004905612983490749,6.703861138644024e-06
54,0.009805042690714316,0.18757590104530744,0.4741951146222348,0.28102020039771747,0.04618543223754277,0.0012183090064831193
55,0.041013053351910085,0.22237509210790815,0.4079519426106624,0.2618001158945338,0.062075349077469345,0.004784446957516105
56,0.002153570144328911,0.06252999244041249,0.37843380303190843,0.4479921197315323,0.10439693598986363,0.004493578661954196
57,0.003340323722868723,0.10349518659352928,0.49856998697965893,0.35424094345532386,0.03972934209563523,0.0006242171529837666
58,0.028038284818068963,0.32482315039107934,0.5253268612021348,0.1183823574080461,0.0034260531383249926,3.2930423459526595e-06
59,0.019626799372648315,0.23578769071917557,0.46517574795881916,0.24046570854627186,0.037912944419241514,0.0010311089838435377
60,0.04064199021914499,0.20775732459222296,0.39138355553926435,0.2764754547543992,0.07633543180988711,0.007406243085081382
61,0.0018690697565194462,0.05594402798000114,0.3584001175342442,0.45935754624376757,0.1185075021949484,0.005921736290519091
62,0.00023488792186521286,0.021005847553964382,0.2725816822472978,0.5393025349036272,0.1600854535338223,0.006789593839423208
63,7.217415394598613e-05,0.011844367447065948,0.2176421075737814,0.5681492229483293,0.19356147659879916,0.008730651278078295
64,0.0005378638451278367,0.04469951211560843,0.400327331875226,0.48023929885366584,0.07275075513628519,0.0014452381740867276
65,4.539836762944444e-06,0.002722598857448667,0.11145786120739332,0.5314193133475948,0.33007607000682343,0.024319616743976834
66,1.9809825864528956e-19,1.5971511805363776e-05,0.004361833962363239,0.13102650590711729,0.5166418464095606,0.3479538422091536
67,2.2700333761560563e-06,0.0006298310137103607,0.021325663288208525,0.15555018592627065,0.4004705498547064,0.4220214998837278
